,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality
6111,Dois gatos estão olhando para a mesa de jantar.,Dois gatos estão olhando para o sofá,0,Contradiction,OK,N
6112,Um pacote de doces contém biscoitos integrais de maracujá,Biscoitos integrais de maracujá estão presentes em um pacote de doces,1,Entailment,OK,N
6113,Um menino de jaqueta vermelha segura um balão colorido enquanto está nos ombros de um homem de barba branca,Um menino segurando um balão está nos ombros de um homem,1,Entailment,OK,N
6114,Crianças adormecidas estão tendo pesadelos.,As crianças estão dormindo em camas confortáveis.,2,Neutral,OK,N
6115,Um gato cinza e branco está deitado no tapete,O gato está correndo no jardim,0,Contradiction,OK,N
6116,"Duas crianças, uma vestindo blusa amarela e a outra branca, estão se abraçando e sorrindo","Duas crianças, uma de blusa amarela e a outra de branca, estão demonstrando afeto uma pela outra",1,Entailment,OK,N
6117,Um homem está correndo na chuva com um guarda-chuva,Um homem está usando um casaco de chuva,2,Neutral,OK,N
6118,Duas mulheres jovens vestidas com roupas de academia dão as mãos,As duas mulheres jovens estão se preparando para correr,2,Neutral,OK,N
6119,Uma criança está segurando uma cesta de ovos,Alguém está segurando uma cesta cheia de ovos.,1,Entailment,OK,N
6120,Um homem está equipado para o trabalho vestindo botas e capacete,O homem não está usando botas nem capacete,0,Contradiction,OK,N
6121,Foliões estão celebrando em uma avenida da capital,Está acontecendo uma celebração em uma avenida da capital,1,Entailment,OK,N
6122,Uma mulher está atravessando o desfiladeiro com um cabo de aço,A mulher está atravessando o desfiladeiro sem ajuda de qualquer equipamento,0,Contradiction,OK,N
6123,Um indivíduo usando tênis está de pé sobre um skate,Alguém que usa tênis está em cima de um skate.,1,Entailment,OK,N
6124,"O mel e o composto de mel com extrato de própolis de 200 gramas, ambos orgânicos, estão dispostos em uma prateleira",O mel com extrato de própolis é mais caro do que o mel puro.,2,Neutral,OK,N
6125,Um jovem está tocando guitarra em um palco,O público está aplaudindo.,2,Neutral,OK,N
6126,A mulher está descascando uma cebola,A mulher está preparando uma cebola,1,Entailment,OK,N
6127,A mulher está caminhando por uma trilha cercada pela floresta,A mulher está ouvindo o canto dos pássaros,2,Neutral,OK,N
6128,Um homem está cortando algumas cebolas ao lado de uma tábua,O homem está preparando algo com cebolas.,1,Entailment,OK,N
6129,Um homem está assando pães,O homem gosta de cozinhar.,2,Neutral,OK,N
6130,Uma bicicleta vermelha está encostada na parede branca,Existe uma bicicleta de cor vermelha em contato com uma parede de cor branca.,1,Entailment,OK,N
6131,O poeta argumenta que a interação com uma pessoa pode ser dolorosa ou prejudicial,O poeta escreve poesias sobre a natureza humana.,2,Neutral,OK,N
6132,Um garoto está jogando bola na calçada ao lado da casa,Um garoto está usando tênis enquanto joga bola na rua,2,Neutral,OK,N
6133,Um médico usando máscara se aproxima do paciente,Um médico está usando um jaleco branco,2,Neutral,OK,N
6134,Uma mulher está disparando flechas,A mulher está praticando tiro ao alvo,2,Neutral,OK,N
6135,O satélite brasileiro foi lançado,O satélite brasileiro é o maior do mundo,2,Neutral,OK,N
6136,A embaixadora preparou um pudim,A embaixadora não fez nenhuma sobremesa,0,Contradiction,OK,N
6137,O aluno está estudando Matemática.,O aluno está assistindo TV.,0,Contradiction,OK,N
6138,Um carro capotado é observado através de um retrovisor,O carro capotado é vermelho.,2,Neutral,OK,N
6139,Um mosquito está sobre a pele humana,O mosquito está voando livremente.,0,Contradiction,OK,N
6140,Três indivíduos permanecem quietos sob a luz da lua,"Sob a luz da lua, três pessoas estão em silêncio",1,Entailment,OK,N
6141,A confeitaria oferece donuts de três sabores diferentes,A confeitaria só tem um sabor de donut.,0,Contradiction,OK,N
6142,A pessoa está realizando um voo de asa delta com um instrutor,A pessoa está se divertindo muito no voo de asa delta.,2,Neutral,OK,N
6143,A fachada de uma creche é rosa e com tinta descascada,Há muitas crianças brincando na creche,2,Neutral,OK,N
6144,Várias carteiras de trabalho estão dispostas sobre uma mesa,"A mesa está vazia, sem carteiras de trabalho",0,Contradiction,OK,N
6145,Um campo com muitas árvores ao fundo é habitado por uma cadela de pelagem preta e branca,Não há nenhum animal no campo com muitas árvores.,0,Contradiction,OK,N
6146,"Itens históricos do clube, incluindo troféus e uniformes, estão em exibição",Nenhum item histórico do clube está em exibição,0,Contradiction,OK,N
6147,"Quatro alpinistas estão parados em um pico nevado, observando a paisagem com uma luneta","Quatro indivíduos estão em um pico nevado, usando uma luneta para observar a paisagem",1,Entailment,OK,N
6148,A cidade está em festa para receber o carnaval,A cidade não está fazendo nenhuma comemoração para o carnaval,0,Contradiction,OK,N
6149,Um estudo revela que as pessoas tendem a se preocupar mais com os cães do que com outros seres humanos,As pessoas adotam cães com frequência.,2,Neutral,OK,N
6150,Um menino está lendo um livro atrás de uma grande estante,O menino está vestindo uma camiseta azul.,2,Neutral,OK,N
6151,"Cinco cachorros estão na piscina, dois dos quais estão próximos a um homem que segura uma argola para brincar",Existe um homem com uma argola perto de dois cachorros na piscina.,1,Entailment,OK,N
6152,Gatos cinzentos estão brincando com um novelo de lã azul no tapete da sala,Os gatos cinzentos estão interagindo com um novelo de lã azul na sala,1,Entailment,OK,N
6153,Um garoto de vermelho está se divertindo no parque com um papagaio de papel,Um garoto de vermelho está comendo um sorvete.,2,Neutral,OK,N
6154,Um guerreiro está polindo sua espada,O guerreiro está cuidando de sua arma,1,Entailment,OK,N
6155,Um grupo de pessoas está sentado em círculo,As pessoas estão todas de pé.,0,Contradiction,OK,N
6156,Cavalos estão disputando em uma corrida de obstáculos,Nenhum cavalo está competindo.,0,Contradiction,OK,N
6157,Uma modelo está posando com um brinco de gota de rubi cercado por esmeraldas,A modelo está posando sem brincos,0,Contradiction,OK,N
6158,Um barco está sendo construído por um pescador com suas próprias mãos,O pescador também é um excelente cozinheiro.,2,Neutral,OK,N
6159,Esquiadores estão exclusivamente descendo uma montanha,Existe um grupo de pessoas praticando esqui em uma descida montanhosa.,1,Entailment,OK,N
6160,O evento é detalhado em uma arte gráfica azul,A arte gráfica que detalha o evento é azul,1,Entailment,OK,N
6161,"Diversas embalagens de álcool estão distribuídas em uma prateleira, enquanto uma mão segura uma garrafa de álcool líquido 70",A mão não está segurando uma garrafa de álcool líquido 70.,0,Contradiction,OK,N
6162,A cozinheira faz um grande prato de moqueca que é servido a todos da casa,A cozinheira prepara uma refeição que é compartilhada com todos os moradores da casa.,1,Entailment,OK,N
6163,"Uma senhora idosa está sentada em uma poltrona, vestindo um cardigã azul e uma saia cinza",Uma senhora idosa está de pé usando um vestido vermelho,0,Contradiction,OK,N
6164,Um míssil é disparado do alto-mar envolto em fumaça,Existe fumaça no local onde o míssil foi disparado.,1,Entailment,OK,N
6165,"Um cachorrinho é visto de costas e de perfil, em pé sobre a grama",O cachorrinho tem uma coleira azul.,2,Neutral,OK,N
6166,O álbum contém fotos da festa junina da escola,O álbum contém fotos da formatura da escola,0,Contradiction,OK,N
6167,Duas mulheres estão assistindo a uma projeção em uma tela durante uma oficina,As mulheres estão cozinhando juntas,0,Disagreement,OK,S
6168,A pessoa está com cabelo solto e maquiagem leve,A pessoa está com cabelo preso e maquiagem pesada,0,Contradiction,OK,N
6169,Um médico equipado com estetoscópio e canetas no bolso está segurando um coração de borracha ao nível do peito,O médico está usando um jaleco branco,2,Neutral,OK,N
6170,"Uma mulher levanta as mãos ao alto, parecendo segurar o Sol que se põe ao fundo",A mulher está feliz.,2,Neutral,OK,N
6171,A águia dourada tem asas grandes e poderosas,A águia dourada tem olhos afiados.,2,Neutral,OK,N
6172,Uma mãe está segurando a mão de sua filha,A mãe e a filha estão juntas.,1,Entailment,OK,N
6173,"Sonhar traz esperança ao coração, bondade à mente e atitude ao corpo","Sonhar não tem nenhum efeito sobre o coração, a mente e o corpo.",0,Contradiction,OK,N
6174,As luzes da cidade são vistas de uma colina próxima,Não se pode ver as luzes da cidade da colina.,0,Contradiction,OK,N
6175,O alpinista está escalando a montanha coberta de gelo e usando um casaco azul,O alpinista tem experiência em escalar montanhas.,2,Neutral,OK,N
6176,O homem com uma bermuda estampada de azul gosta de esportes radicais.,O homem de bermuda azul é adepto de atividades de aventura.,1,Entailment,OK,N
6177,O garoto e a garota não estão correndo e usando tênis de corrida,"O garoto e a garota estão usando tênis, mas não estão correndo",1,Entailment,OK,N
6178,Não existe nenhum atleta de basquete arremessando uma bola de basquete na cesta,A bola de basquete está murcha,2,Neutral,OK,N
6179,Uma garotinha usa máscara de proteção em uma sala repleta de cestas básicas,A menina está em um ambiente com muitos alimentos usando proteção facial,1,Entailment,OK,N
6180,Um homem está caminhando no parque com um gato na guia,O homem está caminhando no parque sem nenhum animal,0,Contradiction,OK,N
6181,A alfabetização é um marco importante na vida de uma pessoa,A alfabetização não tem efeito significativo na vida de uma pessoa,0,Contradiction,OK,N
6182,Várias crianças estão escorregando de um tobogã,As crianças não estão escorregando,0,Contradiction,OK,N
6183,Um bebê não está brincando com seu carrinho de madeira,O carrinho de madeira é vermelho.,2,Neutral,OK,N
6184,"A refeição consiste em carne, batata frita, farofa e arroz, acompanhada de um copo de chopp e talheres",A refeição tem muito sal.,2,Neutral,OK,N
6185,Um garoto está misturando duas xícaras de farinha juntas,Duas xícaras de farinha estão sendo misturadas por um garoto,1,Entailment,OK,N
6186,Um mosquito está sobre a pele humana,A pele humana é morena.,2,Neutral,OK,N
6187,Na tábua de madeira tem uma variedade de sushis,A tábua de madeira está vazia,0,Contradiction,OK,N
6188,A fachada de uma creche é rosa e com tinta descascada,A fachada da creche é azul e bem pintada,0,Contradiction,OK,N
6189,Um indivíduo equipado para escalar montanhas está posicionado com determinação diante de uma imponente cordilheira,O indivíduo está despreparado para escalar montanhas,0,Contradiction,OK,N
6190,Um professor está em um estúdio gravando um vídeo,O professor está gravando um vídeo.,1,Entailment,OK,N
6191,Um filhote de girafa não está mastigando uma flor delicada,O filhote de girafa não está comendo uma flor.,1,Entailment,OK,N
6192,O texto anuncia que já existem várias marcas parceiras,As marcas parceiras são internacionais,2,Neutral,OK,N
6193,O gato preto está ronronando.,O gato preto está rosnando.,0,Confusing,H,S
6194,A garota está pintando um quadro abstrato,A garota está jogando futebol,0,Contradiction,OK,N
6195,Uma tigela cheia de açaís está na bancada da lancheria,A lancheria vende também sanduíches veganos,2,Neutral,OK,N
6196,Jovens estão sorrindo e posando na frente e em cima de um carro,Ninguém está perto do carro,0,Contradiction,OK,N
6197,Vários batons estão dispostos lado a lado na prateleira com uma promoção válida enquanto durarem os estoques,Os batons não estão em promoção.,0,Contradiction,OK,N
6198,A mulher está sentada na arquibancada da pista de atletismo.,A mulher está correndo na pista de atletismo.,0,Contradiction,OK,N
6199,Um indivíduo está caminhando no parque sem um skate.,Um indivíduo está caminhando no parque com um skate.,0,Contradiction,OK,N
6200,Alguém está comendo um doce,Ninguém está comendo um doce,0,Contradiction,OK,N
6201,Um rio em um dia ensolarado está pronto para proporcionar um momento de relaxamento,Um rio em um dia ensolarado está cercado por árvores verdes,2,Neutral,OK,N
6202,Duas mãos estão apoiadas em um relógio,Não há mãos apoiadas no relógio,0,Contradiction,OK,N
6203,A área rural tem plantações e agricultores trabalhando,A área rural tem muitos pássaros.,2,Neutral,OK,N
6204,Um adolescente está preparado para nadar,Há um jovem preparado para entrar na água.,1,Entailment,OK,N
6205,Ninguém está dançando,O salão de dança está vazio.,1,Entailment,OK,N
6206,Diversas pessoas estão participando de uma reunião ao ar livre,Existe um encontro ao ar livre com várias pessoas.,1,Entailment,OK,N
6207,Uma mulher está sobre uma colina muito além de alguns edifícios e está sentada em uma postura relaxada,A mulher está correndo em uma pista de corrida,0,Contradiction,OK,N
